n03720891,n03800933
n02090379,n02087551
n03134739,n03414162
n03584254,n03278248
n02859443,n02913152
n03617480,n03419014
n01677366,n01674216
n02490219,n02469914
n02749479,n03574816
n04044716,n03574816
n03942813,n03414162
n02692877,n03125870
n01534433,n01524359
n02708093,n03574816
n03804744,n04081844
n04162706,n04081844
n04590129,n04014297
n04356056,n03574816
n01729322,n01726692
n02091134,n02087551
n03788365,n04014297
n01739381,n01726692
n02727426,n02913152
n02396427,n02370806
n03527444,n04014297
n01682714,n01674216
n03630383,n03419014
n04591157,n03419014
n02871525,n03297735
n02096585,n02092468
n02093991,n02092468
n02013706,n01844917
n04200800,n03297735
n04090263,n03574816
n02493793,n02469914
n03529860,n02913152
n02088238,n02087551
n02992211,n03800933
n03657121,n04014297
n02492035,n02469914
n03662601,n03125870
n04127249,n04081844
n03197337,n03574816
n02056570,n01844917
n04005630,n03297735
n01537544,n01524359
n02422106,n02370806
n02130308,n02120997
n03187595,n03278248
n03028079,n02913152
n02098413,n02092468
n02098105,n02092468
n02480855,n02469914
n02437616,n02370806
n02123159,n02120997
n03803284,n04081844
n02090622,n02087551
n02012849,n01844917
n01744401,n01726692
n06785654,n03414162
n04192698,n04014297
n02027492,n01844917
n02129604,n02120997
n02090721,n02087551
n02395406,n02370806
n02794156,n03574816
n01860187,n01844917
n01740131,n01726692
n02097658,n02092468
n03220513,n04014297
n04462240,n03297735
n01737021,n01726692
n04346328,n02913152
n04487394,n03800933
n03627232,n04081844
n04023962,n03414162
n03598930,n03414162
n03000247,n04014297
n04009552,n03574816
n02123394,n02120997
n01729977,n01726692
n02037110,n01844917
n01734418,n01726692
n02417914,n02370806
n02979186,n03278248
n01530575,n01524359
n03534580,n03419014
n03447721,n03800933
n04118538,n03414162
n02951358,n03125870
n01749939,n01726692
n02033041,n01844917
n04548280,n03574816
n01755581,n01726692
n03208938,n04081844
n04154565,n04451818
n02927161,n03297735
n02484975,n02469914
n03445777,n03414162
n02840245,n04014297
n02837789,n03419014
n02437312,n02370806
n04266014,n03125870
n03347037,n04014297
n04612504,n03125870
n02497673,n02469914
n03085013,n03278248
n02098286,n02092468
n03692522,n03574816
n04147183,n03125870
n01728572,n01726692
n02483708,n02469914
n04435653,n04014297
n02480495,n02469914
n01742172,n01726692
n03452741,n03800933
n03956157,n02913152
n02667093,n03419014
n04409515,n03414162
n02096437,n02092468
n01685808,n01674216
n02799071,n03414162
n02095314,n02092468
n04325704,n03419014
n02793495,n02913152
n03891332,n03574816
n02782093,n03125870
n02018795,n01844917
n03041632,n04451818
n02097474,n02092468
n03404251,n03419014
n01560419,n01524359
n02093647,n02092468
n03196217,n03574816
n03325584,n03419014
n02493509,n02469914
n04507155,n04014297
n03970156,n04451818
n02088094,n02087551
n01692333,n01674216
n01855032,n01844917
n02017213,n01844917
n02423022,n02370806
n03095699,n03125870
n04086273,n03574816
n02096294,n02092468
n03902125,n03278248
n02892767,n03419014
n02091244,n02087551
n02093859,n02092468
n02389026,n02370806
